,user_id,posted,recommend
129,76561198075895633,2014-10-26,True
130,TheDropix101,,True
131,kube134,2014-06-28,True
132,iamthekingofbrowntown,2015-09-12,False
133,iamthekingofbrowntown,2015-09-13,True
134,iamthekingofbrowntown,,True
135,iamthekingofbrowntown,2015-10-14,True
136,MainScout,,True
137,yookobz,2015-11-19,True
138,yookobz,2013-06-25,True
139,Posiblydead,2014-04-11,True
140,Posiblydead,2014-02-22,True
141,Posiblydead,2012-09-24,True
142,Mossy_Gaming,2015-09-26,True
143,76561198102421718,2015-06-12,True
144,76561198102421718,2015-08-03,True
145,76561198102421718,2015-06-26,True
146,76561198087407319,2014-01-15,True
147,76561198056741844,2014-10-14,True
148,sad-commie,,True
149,sad-commie,2014-07-09,True
150,sad-commie,2014-03-13,True
151,76561198030567998,2014-11-11,True
152,76561198030567998,2015-07-21,True
153,76561198030567998,2015-07-05,True
154,76561198030567998,2015-03-12,True
155,76561198030567998,2014-02-23,True
156,76561198010674657,,False
157,76561198010674657,,True
158,Coldaniel,2015-03-22,True
159,Coldaniel,2014-08-21,True
160,Coldaniel,2015-03-13,True
161,therealmorty,2015-03-20,True
162,therealmorty,2015-03-07,True
163,Berserklejerker,2015-10-10,True
164,76561198061730629,2014-07-06,True
165,YoHuNz,2014-06-19,True
166,YoHuNz,2014-02-19,True
167,possessioniskey,2015-04-11,True
168,possessioniskey,2015-12-24,True
169,possessioniskey,2014-05-17,True
170,76561198093112529,2014-08-09,True
171,76561198060447950,2015-09-26,True
172,whiteofwolfing,2015-05-22,True
173,sergarino,2015-08-22,True
174,76561198081962345,,True
175,76561198081962345,2014-04-05,True
176,76561198073210139,,True
177,Nozomikat,2015-12-30,True
178,Nozomikat,2014-08-01,True
179,Nozomikat,2015-12-26,True
180,Nozomikat,2015-04-14,True
181,Nozomikat,2014-12-30,True
182,Nozomikat,2013-12-04,True
183,Nozomikat,,False
184,Nozomikat,2013-12-04,True
185,xfluttersx,2015-11-10,True
186,xfluttersx,,False
187,xfluttersx,2012-08-27,True
188,xfluttersx,2014-02-05,True
189,xfluttersx,2013-01-27,True
190,xfluttersx,2015-08-25,True
191,xfluttersx,2012-08-27,True
192,76561198056290589,2014-12-16,True
193,ii_voltage_ii,2014-06-29,False
194,ii_voltage_ii,2015-04-11,True
195,ii_voltage_ii,2014-03-08,True
196,ii_voltage_ii,2013-11-16,True
197,76561198097762318,2015-11-11,True
198,76561198097762318,2014-12-26,True
199,Hirukaz,2013-01-17,True
200,StelerForYou,2015-07-17,True
201,StelerForYou,2013-12-29,True
202,76561198183396245,2015-05-06,True
203,Xx-Woods,,False
204,Xx-Woods,2015-01-26,True
205,Xx-Woods,2014-11-16,True
206,Xx-Woods,2014-08-17,True
207,Xx-Woods,2014-07-21,True
208,Xx-Woods,2014-07-19,True
209,Xx-Woods,2014-02-08,True
210,Xx-Woods,2014-01-07,True
211,kevinator23,2015-07-06,True
212,kevinator23,2015-09-06,True
213,kevinator23,2014-04-24,True
214,kevinator23,2015-07-06,True
215,kevinator23,2015-01-27,True
216,kevinator23,2015-01-25,True
217,kevinator23,2014-05-24,True
218,kevinator23,2012-10-20,True
219,76561198090715178,2014-03-28,True
220,76561198090715178,2014-07-09,True
221,CatsWhale,2015-02-23,True
222,CatsWhale,2015-08-29,True
223,CatsWhale,2014-11-23,True
224,CatsWhale,2014-09-09,True
225,76561198073784601,2015-03-26,True
226,76561198073784601,,False
227,mimimomoma,2015-11-23,True
228,76561198102410011,2015-09-14,True
229,de_Butl3r,2014-10-13,True
230,76561198027947401,,True
231,76561198027947401,,True
232,Bluezap1,2015-12-27,True
233,Bluezap1,2015-05-13,True
234,Bluezap1,2015-12-27,True
235,Bluezap1,2015-12-21,True
236,76561198074200011,2015-11-15,True
237,jonasdbomb,,True
238,L1J1N,2014-06-13,True
239,Lord_Exploit,2015-03-13,True
240,Lord_Exploit,2015-01-07,True
241,AVATAR715,2014-01-02,False
242,AVATAR715,2015-11-18,True
243,AVATAR715,2014-06-01,True
244,AVATAR715,2014-03-18,True
245,AVATAR715,2014-02-16,True
246,AVATAR715,2015-02-25,True
247,AVATAR715,2015-08-15,True
248,AVATAR715,2014-12-25,True
249,YieuwMage,,True
250,76561198078752187,2014-12-16,True
251,A-Very-Sly-Person,2015-08-14,True
252,A-Very-Sly-Person,2014-11-11,True
253,76561198211054671,,True
254,76561198211054671,,True
255,76561197994493402,,True
256,76561197994493402,2015-03-01,True
257,76561197994493402,2014-11-27,True
258,Koolcaz12,,False
259,76561198065656175,2015-11-20,True
260,76561198188979775,,True
261,97396295,2014-08-23,True
262,97396295,2014-06-17,True
263,97396295,2014-07-10,False
264,97396295,,False
265,76561198126640317,2015-06-15,True
266,76561198126640317,2015-02-14,True
267,76561198126640317,2015-09-12,True
268,76561198126640317,2015-09-12,True
269,76561198126640317,2015-07-01,True
270,76561198126640317,2015-07-01,True
271,76561198126640317,2015-06-15,True
272,DemonicWolvz,2015-01-15,True
273,DemonicWolvz,2015-04-29,True
274,DemonicWolvz,2015-03-29,True
275,DemonicWolvz,2014-11-23,True
276,DemonicWolvz,2014-02-12,True
277,DemonicWolvz,2013-12-26,True
278,DieMadchenschanderin,2015-08-29,True
279,DieMadchenschanderin,2015-10-05,False
280,DieMadchenschanderin,,True
281,DieMadchenschanderin,2013-06-14,False
282,GGargula,,False
283,GGargula,2015-11-23,True
284,Myther43,,True
285,getf0kinn0sc0pedm9,2015-05-31,True
286,getf0kinn0sc0pedm9,,False
287,76561198141443390,2015-05-03,True
288,76561198097333029,,True
289,whodafuqisthisguilao,2015-08-06,True
290,Magjiikal,2015-10-05,True
291,Magjiikal,2015-12-17,True
292,ohnospaghet,2014-12-17,True
293,ohnospaghet,2014-09-30,True
294,ohnospaghet,2015-03-10,True
295,ohnospaghet,,True
296,ohnospaghet,,False
297,ohnospaghet,2015-03-10,True
298,76561198050347115,,True
299,2768820078,2015-09-01,True
300,2768820078,,False
301,2768820078,,True
302,2768820078,2015-11-18,True
303,2768820078,2015-08-08,True
304,2768820078,2015-07-15,True
305,2768820078,2015-06-12,False
306,2768820078,2015-05-19,True
307,2768820078,2015-05-11,True
308,2768820078,2015-05-02,True
309,76561198056392326,,True
310,76561198056392326,,False
311,76561198056392326,,False
312,2d4nk4m3,2014-08-20,False
313,2d4nk4m3,2014-03-18,True
314,76561198078478151,,True
315,exiaez,,True
316,76561198095921854,2015-05-01,True
317,EizanAratoFujimaki,2015-10-28,True
318,EizanAratoFujimaki,,False
319,TeCool,2014-12-15,True
320,TeCool,2014-12-06,True
321,TeCool,2015-04-11,True
322,TeCool,2015-01-31,False
323,2xDelorean,2015-09-13,True
324,2xDelorean,2013-07-26,True
325,2xDelorean,2013-05-18,True
326,2xDelorean,2011-10-30,True
327,washington_,,False
328,washington_,,True
329,washington_,,True
330,washington_,,True
331,washington_,,True
332,washington_,2015-12-13,True
333,jewxxl,2015-05-18,True
334,76561198088944293,,True
335,76561198088944293,,True
336,76561198088944293,,False
337,76561198088944293,,False
338,76561198088944293,2014-12-13,True
339,76561198092540221,2015-07-31,True
340,76561198092540221,2015-06-29,True
341,76561198092540221,2015-06-29,True
342,76561198092540221,2015-02-12,True
343,76561198092540221,2014-03-29,True
344,76561198051258119,2015-02-04,True
345,nubquake123,2014-04-21,True
346,Pyromanic,2013-02-15,True
347,Pyromanic,2013-02-15,True
348,Pyromanic,2013-02-15,True
349,76561198109656922,,True
350,CobRazor,2015-08-01,True
351,relesprit,2013-12-27,True
352,WitchHunter4542,2014-07-16,True
353,WitchHunter4542,2015-01-13,True
354,WitchHunter4542,2014-01-11,True
355,pwrt,2015-09-03,True
356,pwrt,2014-01-20,True
357,wantmahbody,2014-05-03,True
358,76561198115868847,,False
359,benedictcuminherbatch,2014-08-02,True
360,76561198031207016,2014-03-17,True
361,76561198043458582,2015-07-19,True
362,76561198043458582,2015-05-26,True
363,76561198043458582,2015-11-22,True
364,76561198043458582,2014-10-18,True
365,smashiroshh,2014-12-30,True
366,shark854,,True
367,killbunny38,2015-01-22,True
368,killbunny38,2015-08-20,False
369,76561198047630659,2015-05-14,False
370,1337lolroflmao,2015-04-13,True
371,1337lolroflmao,2014-10-01,True
372,1337lolroflmao,2013-12-28,True
373,1337lolroflmao,2013-12-28,True
374,1337lolroflmao,2014-11-30,True
375,1337lolroflmao,2013-12-28,True
376,1337lolroflmao,2013-12-28,True
377,1337lolroflmao,2015-01-05,True
378,1337lolroflmao,2014-12-23,True
379,sithjjf,2015-09-01,False
380,76561198060039459,2014-10-04,False
381,OzfurAtlas,,False
382,OzfurAtlas,,True
383,OzfurAtlas,2013-12-08,True
384,76561198065593074,2015-11-06,False
385,76561198065593074,,False
386,76561198065593074,2015-09-23,True
387,76561198065593074,2014-05-31,True
388,76561198044169764,2015-06-24,False
389,76561198044169764,2015-07-22,False
390,76561198044169764,,True
391,76561198044169764,2015-06-03,True
392,euzi,2014-07-26,True
393,76561198074935997,,False
394,76561198074935997,,False
395,76561198074935997,,True
396,76561198074935997,,False
397,76561198074935997,,False
398,76561198074935997,,False
399,76561198074935997,,False
400,76561198074935997,,False
401,76561197961778802,2014-04-23,True
402,lucasrash,,True
403,76561198016602703,,False
404,76561198016602703,,True
405,thisissohardtomakeoneup,2014-04-12,True
406,76561198087010391,2015-04-04,True
407,66666669999999,2015-01-05,False
408,76561198061174192,2014-09-14,True
409,76561198061174192,2014-09-14,True
410,ReMiXOfficalSteam,2015-10-12,True
411,Wilfire77,2015-03-22,True
412,76561198084390807,2015-12-01,True
413,76561198084390807,2014-05-10,True
414,Mastic,2015-08-01,False
415,Mastic,,True
416,Mastic,,True
417,Mastic,2014-12-30,True
418,Mastic,2014-12-27,True
419,Mastic,,False
420,76561198028286104,2013-12-26,True
421,tarjla,,True
422,tarjla,2014-07-13,True
423,tarjla,,True
424,tarjla,2015-01-28,True
425,tarjla,2014-05-08,True
426,tarjla,2013-11-21,True
427,tarjla,2013-12-07,True
428,tarjla,2013-02-09,True
429,tarjla,,True
430,tarjla,2014-01-09,True
431,deathnz1,,False
432,deathnz1,,False
433,deathnz1,2014-12-26,True
434,readingthis4noobs,,True
435,76561198104393251,2015-03-13,True
436,76561198075322986,,True
437,redsncrimson,,True
438,redsncrimson,,True
439,redsncrimson,,True
440,redsncrimson,2014-12-23,True
441,redsncrimson,2013-12-26,True
442,redsncrimson,,True
443,redsncrimson,2013-05-18,True
444,redsncrimson,2013-01-09,True
445,redsncrimson,2012-11-30,True
446,76561198151910904,,True
447,H1DD3NT3RR0R,2014-03-10,True
448,H1DD3NT3RR0R,2014-02-27,True
449,H1DD3NT3RR0R,2013-11-25,True
450,H1DD3NT3RR0R,2014-06-11,True
451,H1DD3NT3RR0R,2015-09-04,False
452,H1DD3NT3RR0R,2014-06-18,True
453,76561198071214618,2015-05-11,True
454,76561198115115631,2015-05-22,True
455,76561198071175142,2015-08-10,True
456,76561198071175142,2015-07-07,True
457,t8s,2015-05-13,True
458,t8s,2015-05-02,True
459,pikawuu2,,True
460,pikawuu2,2013-09-15,True
461,Sammeh00,2014-11-04,True
462,Michaelele,2014-08-07,True
463,Michaelele,2014-06-30,True
464,Michaelele,2014-08-21,True
465,Michaelele,2014-07-16,True
466,76561198045754869,2015-08-07,True
467,76561198076098774,2015-08-02,True
468,76561198103253374,2014-02-24,True
469,76561198048417105,2015-12-28,True
470,76561198048417105,2015-02-27,True
471,76561198048417105,,True
472,76561198048417105,,True
473,76561198090842891,2015-01-16,True
474,76561198055767971,2015-06-10,False
475,76561197998052647,2014-11-27,True
476,adohya343,,False
477,76561198145436942,2014-08-02,True
478,jjas01,2014-11-03,False
479,jjas01,2015-10-17,False
480,jjas01,2013-10-08,True
481,jjas01,2015-12-28,True
482,jjas01,2014-05-08,True
483,jjas01,2014-02-18,True
484,jjas01,2013-10-27,True
485,jjas01,2014-06-04,True
486,jjas01,,False
487,jjas01,,False
488,3xotic26,2014-02-26,True
489,3xotic26,2014-02-26,True
490,3xotic26,2014-02-26,True
491,3xotic26,2013-07-15,True
492,iamthetrashlord,2015-06-16,True
493,iamthetrashlord,2014-07-20,True
494,3dster,2015-08-24,True
495,76561198079990063,2014-03-14,True
496,Forty-Nine,2014-08-28,True
497,Forty-Nine,,False
498,76561198051017916,2015-05-30,True
499,76561198051017916,2014-05-26,True
500,L4M1NAS,,True
501,L4M1NAS,,True
502,L4M1NAS,2015-03-05,True
503,76561198096766604,,False
504,76561197995322437,2015-07-23,True
505,imsojipper,2014-07-07,True
506,76561198084542731,2015-01-16,True
507,76561198084542731,2014-02-16,True
508,76561198103671881,2015-04-11,True
509,mrpfresh,,True
510,mrpfresh,2015-10-16,True
511,mrpfresh,,True
512,GamerFag,2012-07-15,True
513,GamerFag,2011-01-27,True
514,GamerFag,2011-01-27,True
515,GamerFag,2011-01-27,True
516,GamerFag,2011-01-27,True
517,GamerFag,2010-12-16,True
518,EHS-R3AP3R,2015-09-09,False
519,EHS-R3AP3R,2015-10-15,True
520,EHS-R3AP3R,2013-11-26,True
521,EHS-R3AP3R,2013-12-12,True
522,chidori_647,2013-12-15,True
523,chidori_647,2014-03-05,True
524,chidori_647,2013-11-30,False
525,chidori_647,2013-12-02,True
526,chidori_647,2013-11-28,False
527,76561198092227136,2014-09-11,True
528,76561198092227136,2014-05-26,True
529,hellcat59,2014-07-18,True
530,76561198007584361,2015-09-10,True
531,tbimperator,2012-05-22,True
532,Allahu_Akbar666,2015-01-17,True
533,Allahu_Akbar666,2014-10-24,False
534,ulramite,2014-10-27,True
535,ulramite,2014-02-08,True
536,ulramite,,True
537,-GM-Dragon,2014-03-08,False
538,-GM-Dragon,2015-06-10,True
539,76561198054040292,2015-03-13,True
540,76561198078799606,2015-10-01,False
541,76561198078799606,2015-06-29,True
542,76561198078799606,2014-05-02,True
543,I_DID_911_JUST_SAYING,,True
544,I_DID_911_JUST_SAYING,,True
545,I_DID_911_JUST_SAYING,,True
546,I_DID_911_JUST_SAYING,,True
547,I_DID_911_JUST_SAYING,2013-05-06,True
548,750805,,False
549,750805,,False
550,diabeticfuck,2015-08-31,True
551,diabeticfuck,2015-12-28,True
552,diabeticfuck,2015-11-23,False
553,diabeticfuck,2015-09-04,True
554,76561198054465623,2015-01-10,False
555,76561198054465623,2014-01-04,True
556,76561198054465623,2015-04-24,True
557,76561198054465623,2014-02-21,True
558,76561198054465623,2015-07-13,True
559,76561198054465623,2014-04-03,True
560,aaropro,2014-08-29,True
561,aaropro,,True
562,abiam,2014-11-16,True
563,FrankoWalker,2015-01-04,True
564,FrankoWalker,2014-12-06,True
565,FrankoWalker,2014-05-16,True
566,LightfootSword7,2015-11-26,False
567,LightfootSword7,,True
568,SALTTHEW0UND,2015-06-12,True
569,SALTTHEW0UND,2014-08-28,True
570,SALTTHEW0UND,2014-05-20,True
571,SALTTHEW0UND,2014-03-25,True
572,SALTTHEW0UND,2013-12-02,True
573,SALTTHEW0UND,2015-11-15,True
574,express157,2014-09-02,True
575,76561198074644990,2015-02-05,True
576,76561198074644990,2015-02-06,True
577,76561198074644990,2013-12-24,False
578,76561198064304806,2015-12-11,True
579,TomoeMamiewe,2014-02-16,True
580,TomoeMamiewe,,True
581,76561198057086148,2015-01-17,True
582,Acidius99,2014-06-21,True
583,Acidius99,,True
584,Acidius99,,True
585,Acidius99,2014-12-30,True
586,Acidius99,2015-07-09,False
587,acorn13,2014-07-31,True
588,acorn13,2012-07-12,True
589,acorn13,2015-05-01,True
590,adamcookie,,True
591,AddzyTheBaddzy,2015-02-02,True
592,AddzyTheBaddzy,2013-12-16,True
593,mrfunkyjunkie,2014-01-05,True
594,mrfunkyjunkie,2014-11-23,True
595,mrfunkyjunkie,2015-03-11,True
596,mradobe7,,False
597,76561198167207237,,True
598,76561198167207237,2015-12-25,True
599,76561198167207237,2015-11-29,True
600,76561198167207237,2015-11-06,True
601,cancerkek,2015-02-27,True
602,76561198073508075,2014-04-13,True
603,76561198073508075,,True
604,76561198073508075,2014-06-07,True
605,76561198074323290,,False
606,76561198074323290,,False
607,76561198090899557,,False
608,advenger95,2015-06-05,True
609,advenger95,2015-09-02,True
610,advenger95,2015-06-05,True
611,EndAtHallow,2015-01-15,True
612,76561198063624801,2014-01-12,True
613,aeryal,2014-05-03,True
614,76561198070263209,2013-12-13,True
615,76561198015968275,2015-09-06,True
616,Agiegamma,2014-02-12,True
617,76561198082614708,2014-04-28,True
618,Agronoth,2014-02-09,True
619,Agronoth,2015-04-24,True
620,Agronoth,2015-03-21,True
621,Agronoth,2015-02-28,True
622,Agronoth,2015-07-15,False
623,UnholyFallenAngel,2014-10-07,True
624,UnholyFallenAngel,2015-12-22,True
625,UnholyFallenAngel,2014-05-06,True
626,76561198068565589,2014-02-22,True
627,76561198068565589,2015-07-18,True
628,76561198068565589,2014-10-24,False
629,SlutOnTheSpit,2014-01-02,True
630,WestyGaming,2014-06-07,True
631,NaruseAiria,2014-10-28,True
632,NaruseAiria,2014-10-15,True
633,NaruseAiria,2013-12-20,True
634,NaruseAiria,2013-12-06,True
635,76561198067713802,2015-09-27,True
636,76561198067713802,2015-03-28,True
637,76561198187212131,,True
638,76561198044678148,,True
639,76561198044678148,,True
640,Alex680,2014-04-25,True
641,alansiulun,2014-11-01,True
642,alansiulun,2015-05-21,True
643,Albolah,2015-12-29,True
644,Albolah,2015-10-18,True
645,Albolah,2015-12-30,True
646,76561198003056556,,False
647,76561198003056556,2014-08-15,True
648,maxpaynepillkiller,,True
649,maxpaynepillkiller,2015-12-30,True
650,maxpaynepillkiller,,True
651,maxpaynepillkiller,,True
652,maxpaynepillkiller,2015-10-07,True
653,maxpaynepillkiller,,False
654,AlexNoClutch,2015-06-05,False
655,Alexwai04,2015-01-09,True
656,76561198095481910,2014-02-01,True
657,76561198164545985,,True
658,AlkalineDeath,2015-03-02,True
659,AlkalineDeath,2014-10-16,True
660,76561198075935236,2015-01-26,True
661,76561198075935236,2015-08-27,True
662,mintifreshbadger,2015-11-09,True
663,AlpacaRevolution,,True
664,AlpacaRevolution,2014-10-02,True
665,AlpacaRevolution,2015-09-13,False
666,AlphaBryn444,,True
667,76561198071952798,,True
668,76561198071952798,,False
669,76561198071952798,,True
670,76561198071952798,2013-11-29,True
671,76561198009001563,2014-09-03,True
672,76561198016753953,2014-03-21,True
673,76561198016753953,2014-01-27,True
674,smegmyfoodle,2015-02-03,True
675,smegmyfoodle,2015-01-22,True
676,76561198057869849,2015-06-01,True
677,76561198058836921,2015-01-17,True
678,lol_ursuchanoob,2014-08-08,True
679,lol_ursuchanoob,2014-04-17,True
680,lol_ursuchanoob,2014-03-12,True
681,lol_ursuchanoob,2014-01-23,True
682,AMV72,2013-01-21,True
683,AMV72,2012-09-27,False
684,AMV72,2013-11-25,True
685,AMV72,2013-11-25,True
686,AMV72,2012-07-19,True
687,76561198069170979,2015-06-26,True
688,76561198085956238,,False
689,76561198085956238,,False
690,76561198085956238,,True
691,76561198085956238,,False
692,76561198132540690,2015-05-26,True
693,76561198132540690,2015-03-05,True
694,711armageddoncarmageddon,2015-07-04,True
695,711armageddoncarmageddon,2015-07-03,True
696,711armageddoncarmageddon,2015-07-03,True
697,76561198034868596,,True
698,Andraison,2015-07-31,True
699,76561198055790408,2013-12-06,True
700,76561198069560699,2013-12-30,True
701,76561198069560699,2013-12-16,True
702,76561198069560699,2013-11-28,True
703,76561198069560699,2014-03-26,True
704,76561198099625419,2014-05-08,True
705,76561198099625419,2014-05-08,True
706,76561198099625419,2013-12-22,True
707,76561198099625419,2013-12-20,True
708,76561198099625419,2013-11-28,True
709,76561198084032274,2014-10-29,False
710,76561198084032274,2014-09-29,False
711,Angrovar,2014-08-16,True
712,Angrovar,2015-11-11,True
713,AngryAinsley,2015-08-01,True
714,AngryAinsley,2015-08-01,True
715,AngryAinsley,2015-07-24,True
716,AngryAinsley,2015-04-07,True
717,uradumbtit,2014-05-29,True
718,uradumbtit,2014-08-04,True
719,76561198037038784,,True
720,IKillNoobsFirst,2015-03-27,True
721,76561198037888300,2015-09-12,True
722,1234865654,2014-06-29,True
723,76561198040925596,,True
724,76561198084123358,2015-02-07,True
725,Apachehavoc,2014-10-31,False
726,ApexNZ,2014-02-03,True
727,ApexNZ,2014-05-09,True
728,ApexNZ,2014-02-09,True
729,ApexNZ,2014-08-19,True
730,ApexNZ,2015-02-28,True
731,76561198039441595,2014-06-09,False
732,76561198039441595,2015-01-23,False
733,76561198039441595,2014-06-20,False
734,76561198039441595,2014-05-31,False
735,76561198039441595,2014-05-07,False
736,76561198039441595,2015-11-20,True
737,76561198039441595,2015-05-06,True
738,76561198039441595,2014-11-18,False
739,76561198039441595,2014-05-31,True
740,76561198036687918,2015-12-20,True
741,benjamin27,2015-11-20,True
742,benjamin27,2014-07-19,True
743,AppoGetsSuperAdmin,2015-06-26,True
744,AppoGetsSuperAdmin,2015-08-29,False
745,AppoGetsSuperAdmin,2015-08-08,True
746,76561198071475367,,True
747,76561198049916759,2015-07-02,True
748,76561198049916759,2015-09-11,True
749,76561198065064829,,True
750,XABLAUziitu,2015-12-22,False
751,XABLAUziitu,2015-10-17,True
752,XABLAUziitu,2013-02-15,True
753,XABLAUziitu,2013-01-24,True
754,76561198012909706,2013-12-07,True
755,dragonchief,2014-01-10,False
756,76561198040530605,,True
757,76561198040530605,,True
758,76561198040530605,,True
759,76561198040530605,,True
760,76561198040530605,2014-06-27,True
761,76561198040530605,2014-06-09,True
762,76561198040530605,2014-01-01,True
763,76561198040530605,2011-12-30,True
764,76561197974500703,2012-07-15,True
765,76561197974500703,2012-06-17,True
766,76561197974500703,2012-06-17,True
767,76561197974500703,2012-01-28,True
768,76561197974500703,2012-01-28,True
769,76561197974500703,2011-12-27,False
770,76561197974500703,2011-12-20,True
771,76561197974500703,2011-12-20,True
772,76561197974500703,2010-12-28,True
773,76561197974500703,2010-12-28,True
774,76561198047185525,2014-03-20,True
775,76561198047185525,2014-06-27,True
776,76561198047185525,2013-12-16,True
777,sweep6060,,True
778,bilyitu,2014-10-06,True
779,bilyitu,2014-09-08,True
780,76561198021244661,2014-04-15,True
781,76561198088538797,2015-09-01,True
782,deployablearchnagel,2014-05-30,True
783,rotflmaoman,2015-11-06,True
784,armouredmarshmallow,,True
785,armouredmarshmallow,,True
786,armouredmarshmallow,2015-11-08,True
787,armouredmarshmallow,2015-05-24,True
788,armouredmarshmallow,,True
789,armouredmarshmallow,,True
790,armouredmarshmallow,,True
791,armouredmarshmallow,,True
792,armouredmarshmallow,,True
793,armouredmarshmallow,2015-05-24,True
794,76561198020928326,2014-07-01,True
795,Array71,2014-09-27,False
796,Array71,2014-06-24,True
797,76561198039874575,2014-02-01,True
798,arronlim13,2015-05-28,True
799,ARTHERDUNGER10,2015-04-13,True
800,Mackus1011,2013-12-06,True
801,Mackus1011,2015-08-31,True
802,Mackus1011,2015-06-18,True
803,Mackus1011,2014-10-18,True
804,76561198041877981,2014-01-09,False
805,76561198041877981,2014-02-28,True
806,ARZARNAR,,True
807,darkmassieh,,True
808,darkmassieh,,True
809,darkmassieh,,True
810,darkmassieh,2015-05-09,True
811,darkmassieh,2015-04-21,True
812,darkmassieh,,True
813,darkmassieh,,True
814,darkmassieh,2015-08-06,True
815,darkmassieh,2015-07-30,True
816,darkmassieh,2015-01-08,False
817,asianturtlefrenzy,2015-12-27,True
818,asianturtlefrenzy,2015-12-27,True
819,asianturtlefrenzy,2015-12-27,True
820,asianturtlefrenzy,,True
821,asianturtlefrenzy,2015-12-27,True
