user_id,items,porcentaje_recomendados,precio_total
1337putin,4,100.0,94.96
1343534566,2,100.0,19.99
13457856281,1,100.0,9.99
135781,6,100.0,154.94
13971397,4,100.0,69.97
13lazer,1,100.0,19.99
14372193,1,100.0,0.0
1440454,1,100.0,14.99
1452221660414,2,100.0,39.98
145578,1,100.0,4.99
1457184935981,2,100.0,14.99
147532984,1,100.0,4.99
150010792,1,100.0,0.0
154352,4,75.0,44.97
1546328127418,1,100.0,34.99
154930493,2,100.0,84.98
15511551,3,100.0,39.97
157645,1,100.0,9.99
15832789427,2,100.0,19.99
15934,4,100.0,44.97
159zse159,1,100.0,23.99
1626466724893520,7,100.0,79.94999999999999
16538,4,100.0,144.96
169420666,1,100.0,0.0
17101710,6,83.33333333333334,129.95
171516,5,80.0,39.97
1739902091026,1,100.0,0.0
174gamecuman700kngkakak,4,100.0,48.96
17829463213,2,100.0,14.99
1800-Ricohut,6,83.33333333333334,81.94999999999999
18082001,2,100.0,34.98
18228272828,3,100.0,64.97
18481,2,100.0,9.99
1850172512752815,1,100.0,9.99
1873410337,8,87.5,104.95
1875489156748,1,100.0,4.99
187625,2,50.0,19.99
19-20-5-20-27-5-18,1,100.0,0.0
1920410,1,0.0,14.99
1922001,1,100.0,0.0
19372250,1,100.0,0.0
194847383,4,100.0,44.97
1956aa1,2,50.0,19.99
195862,3,100.0,54.97
19990923,1,100.0,19.99
19te_Polska,1,100.0,39.99
1MLG2U,4,100.0,44.96
1R1M1,3,33.33333333333333,24.98
1a1u14,1,100.0,0.0
1epicninja,5,100.0,134.95
1iam1iam1iam,3,100.0,39.97
1jamesn4,1,100.0,29.99
1silentsniper1,1,100.0,14.99
1snap,7,85.71428571428571,89.94999999999999
1stBLUE-COW,1,100.0,19.99
1v1meguy,2,100.0,19.98
200220006,1,100.0,0.0
20041213,1,0.0,0.0
200px-spy-taunt-laugh,1,100.0,0.0
2011368123,1,100.0,9.99
2080308,1,100.0,9.99
2092000666,2,100.0,5.98
210519992016,3,33.33333333333333,39.98
2222455,1,100.0,19.99
225544,2,100.0,12.98
225555,1,100.0,14.99
2271531450,1,100.0,14.99
23012003,1,100.0,14.99
231091,1,100.0,19.99
231321455,4,100.0,64.96
23184798,1,100.0,14.99
2323534545,4,100.0,35.97
23434454365463446754546576e45646,1,100.0,0.0
235269,1,100.0,29.99
2364786499,1,100.0,14.99
23745736,2,100.0,19.99
2390746539217,1,100.0,9.99
23974656456,1,100.0,16.06
23Batman05,4,100.0,49.97
24101738,1,100.0,0.0
24453,3,66.66666666666666,54.97
24596,1,100.0,14.99
246823,1,100.0,0.0
247211,5,100.0,74.95
2479742,3,100.0,39.98
249758,1,100.0,39.99
25230405,1,100.0,34.99
2571,5,100.0,89.95
25_Years_Since_Freddie,5,80.0,94.94999999999999
2608739,1,100.0,14.99
2647891,1,100.0,19.99
27073108,2,50.0,49.980000000000004
27601MCM,1,100.0,8.99
2768820078,10,80.0,244.9
279519365,1,100.0,14.99
2891723967123,4,100.0,103.72000000000001
291129112911291129112911,1,100.0,19.99
29123,16,75.0,179.92000000000002
29998000,1,100.0,29.99
2Chill,3,100.0,43.97
2Degrees,1,100.0,24.99
2EzRogueDH,3,100.0,19.99
2JZEEEEBABY,2,100.0,89.98
2Lethal,3,100.0,79.97
2Ta4,2,50.0,10.98
2ZESTY4ME,2,50.0,19.99
2d4nk4m3,2,50.0,0.0
2edgy4youboi,5,100.0,87.95
2ez2xl,2,100.0,19.98
2ik4tf,1,100.0,9.99
2lstgun,1,100.0,19.99
2nerdssemvida,2,100.0,6.99
2pacisaliveincuba,1,100.0,14.99
2red12,1,100.0,14.99
2sBs,8,100.0,144.92
2sneaky5u,1,100.0,9.99
2spooky,6,83.33333333333334,164.94
2v1meyoucheekyscrub,1,100.0,14.99
2xDelorean,2,100.0,9.99
30102002,1,100.0,14.99
3021Daniel,1,100.0,14.99
3046123,1,100.0,9.99
314155156915923,2,100.0,9.99
317984739321,8,100.0,139.92
3197,4,75.0,21.97
320RustPro,1,100.0,14.99
3214213216,1,100.0,19.99
329838102,2,50.0,0.0
32bitmaximus,1,100.0,0.0
33334scat,1,100.0,19.99
334756875,4,50.0,32.97
3423523425433425,1,100.0,0.0
343221221,1,100.0,14.99
34324132,1,100.0,14.99
345675,7,100.0,159.94
34573671264yi,1,100.0,9.99
3523436346,2,100.0,54.980000000000004
35353534,2,100.0,34.98
35475,2,100.0,27.98
3548548564856498484894,3,100.0,27.97
3565Jason,1,100.0,14.99
360j1mmy,3,100.0,59.97
36864,2,50.0,89.94
369231461278416,2,100.0,19.99
36_T,6,100.0,84.96
373848099,1,100.0,19.99
37755753,8,87.5,111.92999999999999
381644,1,100.0,19.99
38927497,1,100.0,0.99
391204566,1,100.0,9.99
3Ldota,2,100.0,29.98
3dster,1,100.0,19.99
3eBpA,1,100.0,4.99
3lAckCAt,1,100.0,9.99
3teGZ_Rorschach,4,100.0,119.92
3th3,8,87.5,32.97
3xU,1,100.0,39.99
3xotic26,3,100.0,59.97
402553929,1,100.0,14.99
4043RROR,2,100.0,24.98
404ok4561687987879847,1,0.0,14.99
41781029,1,100.0,0.0
4200769711,1,100.0,14.99
420BlazeItMLG,1,100.0,14.99
420Blz,1,100.0,39.99
420BlzeIT,1,100.0,14.99
420DankMasterKush420,2,100.0,10.98
420NigelGaming420,5,100.0,53.96
420_Blaze_It_Fgt,1,100.0,0.0
420cheekycunt,1,0.0,14.99
420fedora,6,83.33333333333334,75.95
420slender,1,100.0,14.99
4234213234124,1,100.0,14.99
42456,3,100.0,20.97
42654264,1,100.0,14.99
4321louis,1,100.0,0.0
4324434,2,100.0,19.98
434238948,7,100.0,70.94999999999999
434546464,3,100.0,114.97
44196,4,75.0,74.96
4432XABLAU,2,100.0,0.99
45236243663663643636,1,0.0,14.99
4545451111,1,100.0,0.0
45514551,2,100.0,11.99
45544554455445,1,100.0,6.99
45826755958,1,100.0,9.99
46366536564574576346346546,1,100.0,0.0
4801,8,100.0,139.92
48226746,7,100.0,139.89
486259317,5,100.0,37.96
4RCH4NG3Ll,3,100.0,19.97
4_5C12U13,6,100.0,89.94
4hwei,1,100.0,0.99
4i20swagyolo69,3,100.0,24.97
4mrtm,1,100.0,14.99
4nti-y0u,2,100.0,54.980000000000004
4tiles,4,100.0,99.96
51041,1,100.0,14.99
51134243,6,100.0,109.94
512356,6,100.0,74.95
51564210333,2,100.0,15.98
51centcorn,5,100.0,59.96
51jets,1,100.0,14.99
527788235,6,100.0,76.95
53112195114,1,100.0,9.99
5343039,1,100.0,19.99
535346456636,2,50.0,39.99
5400540054005400,5,100.0,82.96
54263144,2,100.0,14.99
544183980,1,100.0,19.99
54546545,1,100.0,19.99
54678907652,7,42.857142857142854,89.94
548547248072804,3,100.0,54.97
54Strat,3,100.0,94.97
554076033,1,100.0,59.99
55432147,4,25.0,104.97
5554Grovesy,4,100.0,34.980000000000004
558092,4,100.0,39.97
564743553uy5367,1,100.0,14.99
5678LetMeCyaBootyShake,3,33.33333333333333,9.99
58254410,4,100.0,54.96
5856565456564,4,100.0,44.97
58981044,1,100.0,14.99
5975,1,100.0,9.99
5spooky420me,2,100.0,19.99
5yearoldrexrex111,1,100.0,9.99
60324133769,4,100.0,64.96
61241571,1,100.0,14.99
616333,2,100.0,0.0
618554,1,100.0,0.0
6294421419,1,100.0,0.0
63718432421321321312,3,100.0,14.99
63Hayden,6,100.0,49.97
6435677448,1,100.0,9.99
64512328,12,66.66666666666666,399.92
64574574574744,3,100.0,49.97
64723864,1,0.0,0.0
657475591245,1,100.0,14.99
6592,1,100.0,9.99
66083299,3,100.0,14.99
66666669999999,1,0.0,0.0
666slayerr666,1,100.0,9.99
66839427,1,100.0,14.99
66d,2,100.0,34.99
6738497298564377854673421,2,100.0,29.98
678rtv45,4,100.0,66.96000000000001
69133709,1,100.0,0.0
6935,5,100.0,54.95
694201337694201337,2,100.0,54.980000000000004
696969696969699,4,100.0,59.96
69bmw,1,100.0,0.0
69madman,1,100.0,4.99
6dighero,2,100.0,84.98
6ex6ex6ex,1,100.0,9.99
711armageddoncarmageddon,3,100.0,34.97
7122456,1,100.0,19.99
71251241,8,100.0,49.95
723943123,7,85.71428571428571,174.94
72947282842,1,100.0,14.99
737911,2,100.0,2.99
739567275,1,100.0,9.99
740449400,1,100.0,14.99
748237482374284792,1,100.0,19.99
74987000,6,66.66666666666666,70.94
750805,1,0.0,12.99
7515953,3,100.0,59.98
75791513,3,66.66666666666666,24.98
75k12,3,100.0,69.97
76561197960288186,1,100.0,24.99
76561197960324928,3,33.33333333333333,109.97
76561197960438497,1,100.0,14.99
76561197960461312,2,50.0,59.99
76561197960467275,2,100.0,0.0
76561197960608571,1,100.0,0.0
76561197960743001,1,100.0,14.99
76561197961124706,1,100.0,24.99
76561197961464265,1,100.0,24.99
76561197961718947,2,50.0,39.98
76561197962025274,1,100.0,24.99
76561197963392788,1,100.0,9.99
76561197963436918,1,100.0,0.0
76561197963455626,2,100.0,24.979999999999997
76561197963469414,2,0.0,49.98
76561197963478502,1,100.0,4.99
76561197963759246,1,0.0,59.99
76561197964316999,1,0.0,34.99
76561197964317648,2,100.0,39.98
76561197964402427,1,100.0,9.99
76561197964753680,4,100.0,54.97
76561197964876290,1,100.0,19.99
76561197965059579,1,100.0,0.0
76561197965144435,1,100.0,14.99
76561197965205416,4,100.0,48.96
76561197965208032,2,100.0,29.979999999999997
76561197965224231,2,100.0,34.98
76561197965557728,2,100.0,12.98
76561197966298550,1,100.0,9.99
76561197966586458,1,100.0,39.99
76561197966587792,1,100.0,14.99
76561197966590415,1,100.0,9.99
76561197966604253,1,0.0,19.99
76561197966647905,1,0.0,59.99
76561197966764681,1,100.0,14.99
76561197966979423,2,50.0,19.98
76561197967174031,1,100.0,19.99
76561197967253452,1,100.0,24.99
76561197967370851,1,100.0,4.99
76561197967445425,1,100.0,29.99
76561197967609413,2,0.0,64.98
76561197967723333,3,33.33333333333333,84.97
76561197967849744,1,100.0,34.99
76561197968167449,5,100.0,104.94999999999999
76561197968205306,1,100.0,19.99
76561197968305777,1,100.0,19.99
76561197968515654,1,0.0,0.0
76561197968819806,3,100.0,2.99
76561197968887720,1,0.0,24.99
76561197969020980,6,100.0,139.94
76561197969314107,8,75.0,114.92
76561197969434273,5,100.0,89.95
76561197969599867,1,0.0,14.99
76561197969663913,1,100.0,0.0
76561197969678792,1,100.0,24.99
76561197969800840,2,100.0,69.98
76561197969868617,1,100.0,39.99
76561197970097668,2,100.0,6.99
76561197970148466,1,100.0,19.99
76561197970317038,3,100.0,134.97
76561197970523542,1,0.0,0.0
76561197970528598,1,100.0,9.99
76561197970542592,3,100.0,74.97
76561197970551076,1,100.0,9.99
76561197970565267,3,66.66666666666666,69.97
76561197970580235,1,100.0,14.99
76561197970600478,5,60.0,94.96000000000001
76561197970723780,2,100.0,29.979999999999997
76561197970724420,2,100.0,24.98
76561197970767761,1,100.0,14.99
76561197970812298,3,100.0,39.97
76561197970972400,6,66.66666666666666,75.94
76561197970982479,2,100.0,29.979999999999997
76561197971059162,2,100.0,64.98
76561197971077817,1,100.0,9.99
76561197971119511,3,100.0,34.97
76561197971285616,4,100.0,31.979999999999997
76561197971327741,1,100.0,0.0
76561197971336570,1,100.0,29.99
76561197971402201,1,100.0,0.0
76561197971440875,1,100.0,19.99
76561197971541516,1,100.0,19.99
76561197971591275,1,100.0,29.99
76561197971725163,1,100.0,9.99
76561197971851704,3,100.0,59.980000000000004
76561197971917242,1,100.0,19.99
76561197971933349,1,100.0,0.0
76561197972059969,1,100.0,39.99
76561197972180709,1,100.0,14.99
76561197972261430,5,100.0,164.95
76561197972361546,2,100.0,39.98
76561197972384083,1,100.0,19.99
76561197972452208,2,100.0,9.99
76561197972468339,1,100.0,9.99
76561197972516748,1,100.0,0.0
76561197972718483,2,50.0,0.0
76561197972758795,1,100.0,9.99
76561197972797551,1,100.0,19.99
76561197972911511,5,100.0,129.95
76561197973196808,1,100.0,19.99
76561197973688926,4,75.0,59.980000000000004
76561197973942939,3,100.0,69.97
76561197974036386,3,66.66666666666666,59.97
76561197974500703,8,87.5,99.92
76561197974754753,1,100.0,19.99
76561197974804604,1,100.0,29.99
76561197974875094,3,100.0,27.97
76561197975700338,1,100.0,0.0
76561197975867686,2,100.0,24.98
76561197975869516,1,100.0,4.99
76561197975959500,1,100.0,19.99
76561197976163348,6,100.0,84.95
76561197976177356,2,50.0,39.98
76561197976370569,1,100.0,14.99
76561197976404001,6,100.0,154.71
76561197976455887,1,0.0,39.99
76561197976546912,1,0.0,34.99
76561197976603911,1,0.0,0.0
76561197976652491,4,100.0,39.96
76561197976922181,4,75.0,104.92
76561197976933723,1,100.0,19.99
76561197976939762,1,0.0,24.99
76561197976984468,1,0.0,19.99
76561197977001876,1,100.0,29.99
76561197977051585,1,0.0,29.99
76561197977316974,1,100.0,19.99
76561197977470391,1,100.0,0.0
76561197977507720,1,100.0,14.99
76561197977543317,1,0.0,29.99
76561197977544920,3,100.0,44.97
76561197977705860,2,100.0,53.97
76561197977799906,1,100.0,19.99
76561197977922960,1,100.0,0.0
76561197977981554,2,100.0,19.98
76561197978024377,2,100.0,19.99
76561197978096694,1,0.0,0.0
76561197978409306,4,75.0,44.97
76561197978421438,7,100.0,88.92999999999999
76561197979007418,1,100.0,14.99
76561197979046612,7,85.71428571428571,94.93
76561197979086508,4,50.0,74.97
76561197979731785,3,100.0,99.97
76561197979745311,1,100.0,39.99
76561197979796744,3,100.0,53.97
76561197980184475,4,100.0,59.96
76561197980188639,1,100.0,19.99
76561197980349491,1,100.0,20.0
76561197980386478,1,100.0,59.99
76561197980614542,1,100.0,14.99
76561197980617560,1,100.0,9.99
76561197980641293,2,100.0,34.98
76561197980811624,1,100.0,4.99
76561197980886661,6,83.33333333333334,159.9
76561197981203305,5,20.0,61.949999999999996
76561197981277493,1,100.0,19.99
76561197981374310,2,100.0,54.98
76561197981381850,1,100.0,14.99
76561197981425218,3,66.66666666666666,69.97
76561197981448997,1,0.0,49.99
76561197981571612,16,100.0,203.84
76561197981780630,1,100.0,14.99
76561197981957582,1,0.0,14.99
76561197982079779,1,100.0,19.99
76561197982124018,1,100.0,5.99
76561197982203533,2,100.0,23.979999999999997
76561197982363029,1,0.0,59.99
76561197982422966,1,100.0,14.99
76561197982587329,1,100.0,9.99
76561197982587661,5,40.0,141.96
76561197982665201,3,100.0,34.98
76561197982685987,6,66.66666666666666,69.95
76561197983127652,1,100.0,0.0
76561197983254661,4,0.0,239.96
76561197983745201,5,80.0,10.98
76561197983875214,3,66.66666666666666,124.97
76561197984211461,1,100.0,19.99
76561197984271449,1,100.0,9.99
76561197984327467,4,100.0,25.97
76561197984390941,3,100.0,69.97
76561197985031488,1,100.0,19.99
76561197985191301,5,80.0,41.95
76561197985389455,3,100.0,69.97
76561197985512782,7,57.14285714285714,102.94
76561197985634755,1,100.0,19.99
76561197985797191,2,100.0,34.98
76561197986144369,2,0.0,39.99
76561197986188587,1,100.0,4.99
76561197986468427,1,100.0,34.99
76561197986529825,1,100.0,19.99
76561197986552181,2,100.0,17.98
76561197986617937,1,100.0,39.99
76561197986678875,3,66.66666666666666,24.98
76561197986717785,3,66.66666666666666,14.99
76561197986891235,1,100.0,0.0
76561197986964063,1,100.0,9.99
76561197987307155,1,100.0,0.0
76561197987442366,1,100.0,34.99
76561197987482998,2,100.0,39.99
76561197987617385,1,100.0,29.99
76561197987668797,1,0.0,4.99
76561197987677576,1,100.0,13.98
76561197987786431,1,100.0,14.99
76561197988062821,1,100.0,4.99
76561197988318026,1,100.0,19.99
76561197988367411,1,0.0,39.99
76561197988397124,1,100.0,0.0
76561197988486708,1,100.0,39.99
76561197988762135,2,100.0,39.98
76561197988785314,1,100.0,0.0
76561197988832553,1,100.0,14.99
76561197988840650,2,50.0,94.94
76561197988863895,2,50.0,19.98
76561197989039660,1,100.0,39.99
76561197989615671,1,100.0,19.99
76561197989689547,1,0.0,4.99
76561197989691928,1,100.0,19.99
76561197989723505,4,25.0,112.96
76561197989883424,1,100.0,9.99
76561197990027470,2,100.0,64.98
76561197990029377,1,0.0,4.99
76561197990117063,1,0.0,59.95
765611979902442O1,2,100.0,9.99
76561197990267442,1,100.0,14.99
76561197990498142,3,66.66666666666666,17.97
76561197990505840,1,100.0,14.99
76561197990577342,2,100.0,39.98
76561197990596976,1,100.0,14.99
76561197990772718,1,100.0,0.0
76561197990782367,2,50.0,64.98
76561197990895276,2,0.0,69.98
76561197990926687,1,100.0,0.0
76561197990997704,1,0.0,29.99
76561197991249235,5,80.0,104.94999999999999
76561197991329759,5,100.0,49.96
76561197991380208,1,100.0,14.99
76561197991548126,1,0.0,29.99
76561197991633595,4,100.0,79.97
76561197991723203,1,100.0,0.0
76561197991787618,1,0.0,14.99
76561197991827492,1,100.0,0.99
76561197991856503,1,0.0,19.99
76561197991872030,3,66.66666666666666,34.98
76561197991992793,1,0.0,39.99
76561197992227006,3,33.33333333333333,9.99
76561197992272514,1,100.0,9.99
76561197992622789,1,100.0,14.99
76561197992681922,7,71.42857142857143,154.95
76561197992709045,1,100.0,9.99
76561197992755277,5,100.0,104.96
76561197992809369,1,100.0,29.99
76561197992870209,2,100.0,9.99
76561197992887038,1,100.0,14.99
76561197992910116,6,100.0,99.94
76561197993052158,1,100.0,0.0
76561197993077385,1,100.0,19.99
76561197993114886,1,100.0,19.99
76561197993210440,1,100.0,14.99
76561197993255329,2,0.0,24.99
76561197993274093,5,100.0,75.95
76561197993412979,1,100.0,19.99
76561197993494010,1,100.0,5.99
76561197993494697,1,100.0,29.99
76561197993654066,1,100.0,19.99
76561197993703392,1,100.0,59.99
76561197993705839,1,100.0,9.99
76561197993725260,2,50.0,39.98
76561197993759720,4,100.0,49.98
76561197993847898,2,100.0,31.979999999999997
76561197993896367,2,100.0,29.979999999999997
76561197994101386,3,100.0,62.97
76561197994108307,1,100.0,29.99
76561197994196557,1,100.0,9.99
76561197994242039,1,100.0,9.99
76561197994404273,1,100.0,9.99
76561197994404698,6,100.0,84.95
76561197994493402,2,100.0,54.980000000000004
76561197994573217,1,0.0,0.0
76561197994640892,6,83.33333333333334,174.70999999999998
76561197994733323,1,100.0,9.99
76561197994830976,6,50.0,23.94
76561197994831363,1,100.0,14.99
76561197994920291,1,100.0,34.99
76561197994995559,1,100.0,9.99
76561197995098683,2,100.0,52.980000000000004
76561197995108212,1,100.0,29.99
76561197995146832,1,100.0,14.99
76561197995163667,1,100.0,29.99
76561197995165843,1,100.0,21.99
76561197995192202,2,100.0,49.98
76561197995224155,1,100.0,14.99
76561197995247965,1,100.0,4.99
76561197995284337,1,100.0,0.0
76561197995322437,1,100.0,24.99
76561197995338574,4,100.0,29.97
76561197995418864,16,100.0,331.84
76561197995483380,1,100.0,59.99
76561197995484188,1,100.0,9.99
76561197995775619,1,100.0,0.0
76561197995905411,1,100.0,19.99
76561197995939652,4,100.0,39.97
76561197996156672,6,100.0,69.96
76561197996262501,3,100.0,34.97
76561197996328974,2,0.0,24.979999999999997
76561197996426485,2,100.0,39.98
76561197996426598,3,100.0,54.97
76561197996524718,3,100.0,69.97
76561197996569986,1,100.0,9.99
76561197996571086,1,0.0,34.99
76561197996576526,1,100.0,14.99
76561197996744185,4,75.0,62.959999999999994
76561197996802983,1,100.0,59.99
76561197996932711,1,100.0,19.99
76561197996935989,2,100.0,89.98
76561197996957782,2,50.0,29.979999999999997
76561197996992703,2,100.0,39.98
76561197997129113,3,100.0,39.97
76561197997197174,4,75.0,142.73
76561197997238293,2,100.0,79.98
76561197997633623,6,100.0,89.94
76561197997860947,1,100.0,19.99
76561197998014300,1,100.0,14.99
76561197998095312,2,100.0,32.98
76561197998189696,1,100.0,29.99
76561197998198707,1,100.0,14.99
76561197998355213,2,50.0,44.980000000000004
76561197998356183,1,100.0,4.99
76561197998402311,1,100.0,29.99
76561197998469677,1,100.0,2.99
76561197998533829,1,100.0,14.99
76561197998655584,1,0.0,14.99
76561197998718499,1,100.0,19.99
76561197998873955,7,100.0,177.94
76561197998876897,1,100.0,7.99
76561197998960814,2,50.0,54.980000000000004
76561197999005150,1,100.0,14.99
76561197999054744,1,100.0,0.0
76561197999075044,4,100.0,99.96
76561197999140519,1,0.0,4.99
76561197999260941,2,50.0,34.98
76561197999327663,2,100.0,19.98
76561197999426881,3,0.0,37.97
76561197999483873,7,28.57142857142857,122.94
76561197999566657,1,100.0,9.99
76561197999613236,2,100.0,59.980000000000004
76561197999638720,1,100.0,59.99
76561197999673239,2,100.0,0.0
76561197999775723,1,100.0,9.99
76561197999882687,1,100.0,4.99
76561197999950218,1,0.0,4.99
76561198000000222,3,100.0,34.97
76561198000121873,1,100.0,9.99
76561198000167222,1,100.0,14.99
76561198000614468,2,100.0,9.99
76561198000627924,1,100.0,14.99
76561198000628126,1,100.0,0.0
76561198000691867,1,100.0,9.99
76561198000694266,1,0.0,29.99
76561198000723558,1,100.0,14.99
76561198000733744,1,100.0,189.96
76561198000791529,5,100.0,74.95
76561198000889832,4,100.0,29.979999999999997
76561198001078133,1,100.0,0.0
76561198001115538,1,100.0,24.99
76561198001160024,3,100.0,94.97
76561198001296435,5,100.0,94.94999999999999
76561198001398677,1,100.0,0.0
76561198001508595,1,100.0,19.99
76561198001593974,3,100.0,25.97
76561198001630399,1,0.0,9.99
76561198001654709,1,100.0,19.99
76561198001688490,7,57.14285714285714,99.94999999999999
76561198001743414,1,100.0,0.0
76561198001768083,1,100.0,14.99
76561198001836842,1,100.0,14.99
76561198001898634,1,100.0,1.99
76561198002127153,4,100.0,42.96
76561198002151678,4,75.0,119.96000000000001
76561198002170343,1,100.0,7.99
76561198002196490,1,100.0,9.99
76561198002212023,1,0.0,139.92
76561198002469107,1,100.0,19.99
76561198002527794,3,66.66666666666666,44.98
76561198002610796,2,100.0,29.99
76561198002996759,2,100.0,29.98
76561198003056556,2,50.0,10.98
76561198003160177,1,100.0,19.99
76561198003189312,1,100.0,19.99
76561198003480679,2,100.0,29.979999999999997
76561198003546877,5,100.0,119.95
76561198003702006,1,100.0,0.0
76561198003704820,3,66.66666666666666,24.98
76561198003735361,1,100.0,39.99
76561198003811382,3,66.66666666666666,99.97
76561198003855855,2,100.0,69.99
76561198003900936,1,0.0,4.99
76561198004054009,1,100.0,19.99
76561198004058147,1,100.0,19.99
76561198004166916,1,100.0,7.99
76561198004173845,1,100.0,19.99
76561198004203858,5,100.0,114.96
76561198004239988,6,83.33333333333334,104.95
76561198004245030,1,0.0,29.99
76561198004280826,1,100.0,19.99
76561198004448633,1,100.0,19.99
76561198004622964,2,100.0,19.98
76561198004624665,1,0.0,4.99
76561198004638606,6,100.0,140.94
76561198004853547,2,100.0,14.99
76561198004901938,1,100.0,14.99
76561198004924076,3,100.0,44.97
76561198004924924,1,100.0,14.99
76561198005066500,1,100.0,59.99
76561198005307778,1,100.0,0.0
76561198005477736,4,100.0,99.96
76561198005551923,1,100.0,9.99
76561198005576563,4,100.0,74.96
76561198005594856,1,100.0,5.99
76561198005708745,3,100.0,57.97
76561198005778772,1,100.0,19.99
76561198005781441,1,100.0,14.99
76561198005918869,1,100.0,9.99
76561198005999162,2,50.0,19.99
76561198006153077,1,100.0,0.0
76561198006225175,2,100.0,49.980000000000004
76561198006310647,2,100.0,34.98
76561198006421406,1,100.0,14.99
76561198006487501,1,100.0,0.0
76561198006491086,6,83.33333333333334,114.92999999999999
76561198006532480,1,100.0,4.99
76561198006537147,2,100.0,19.99
76561198006560154,2,100.0,34.98
76561198006606435,1,100.0,19.99
76561198006896411,7,28.57142857142857,194.93
76561198006980747,1,100.0,29.99
76561198006994190,1,100.0,19.99
76561198007037255,1,100.0,8.99
76561198007041072,3,66.66666666666666,129.97
76561198007070577,1,100.0,24.99
76561198007161112,1,100.0,14.99
76561198007165405,1,0.0,14.99
76561198007217051,3,100.0,48.96
76561198007317042,3,100.0,59.97
76561198007342405,3,66.66666666666666,74.98
76561198007404119,3,100.0,79.97
76561198007488623,1,100.0,14.99
76561198007539695,2,0.0,9.98
76561198007571248,2,100.0,19.98
76561198007573338,1,100.0,14.99
76561198007575596,2,100.0,14.99
76561198007587759,1,100.0,14.99
76561198007758543,1,100.0,19.99
76561198007767871,1,100.0,19.99
76561198007799026,7,100.0,112.92999999999999
76561198007874509,1,100.0,59.99
76561198007914001,1,100.0,19.99
76561198007988939,1,100.0,34.99
